,Topic,Direct Harassment,Direct Harassment_p-val,Hate Speech,Hate Speech_p-val,Others,Others_p-val,Sexual Harassment,Sexual Harassment_p-val,Toxic,Toxic_p-val,Trolling,Trolling_p-val
40,45,0.010937201348699278,0.11579600384277267,0.037893138743379046,5.023642373074324e-08,0.013619749555603716,0.050180255239658106,-0.00948316853445454,0.17269967322066807,0.01136223280093114,0.10230376263015879,0.04402233363491107,2.4062915283100105e-10
41,46,0.028228289129892493,4.914629554892784e-05,0.028512992621604536,4.120601103338666e-05,0.03098860125506944,8.318960011273485e-06,-0.013975067618490688,0.04448186918274509,0.00539816108291757,0.43763842582500156,0.037646705559493066,6.128873048203687e-08
42,47,0.06897581361586301,3.094824048044016e-23,0.09418098462297722,5.861020297610707e-42,0.03012119526427926,1.4776223947503778e-05,0.013483120272507736,0.05252860836310146,0.08088459849192473,2.3165869371417777e-31,0.08433316786910228,5.907586740744748e-34
43,48,0.03608044122150276,2.1078848861987178e-07,0.06099229258187666,1.6636486677618342e-18,0.028343824670295795,4.576337454717712e-05,-0.00660772084540037,0.342056310990965,0.035507729604219454,3.270793483139508e-07,0.05689090431859487,2.683454669749714e-16
44,49,0.035147262136747286,4.2981255234915826e-07,0.04082263315073978,4.300934625782073e-09,0.015450139813963709,0.026306898668160585,0.01866408936415811,0.007277450484727076,0.02903607526818618,2.9684905211904138e-05,0.05220594765774597,5.839907969223356e-14
45,5,0.1727280572566331,3.331749629994793e-138,0.1805008168061756,6.029504813940428e-151,0.054564732934645,4.110569094486349e-15,0.010764674737123153,0.1216565870006685,0.1455450852048972,2.8532290914133162e-98,0.1713494864535744,5.2556995131145374e-136
46,50,0.003720845662688392,0.592643992282742,0.04604689890380593,3.4859804422913943e-11,0.01993178797041864,0.004154280984781282,-0.011226269569756796,0.10647654446346597,0.006235435229111352,0.36994367511353743,0.023936753140317617,0.0005768534804885312
47,51,0.03312131342857693,1.9007692276917211e-06,0.06616708250607027,1.6606525334588898e-21,0.036905603898882686,1.1063513354220268e-07,-0.0033833287303727554,0.6266285044522305,0.033532814939448465,1.4147483523811227e-06,0.0813006812615881,1.1420428872481346e-31
48,52,0.041341151146375474,2.7337948254085096e-09,0.08382041218053031,1.4583893931427615e-33,0.028992348754624975,3.0516287918502364e-05,-0.0051621333893233,0.457936483049071,0.030586078119904922,1.0880691689984585e-05,0.07782929470234007,3.734045776974164e-29
49,53,0.035077844654507986,4.528907510168081e-07,0.054872547892753344,2.8829826123976107e-15,0.031343939533985656,6.546112742986426e-06,0.015750824817345972,0.02351922782856765,0.02856631645059503,3.986110212927469e-05,0.06801470380263919,1.2316860442401875e-22
50,54,0.07361848825421356,2.9889089146324166e-26,0.04621356453691108,2.962369630046676e-11,0.02575734793353267,0.00021208546575491395,-0.001117796814624426,0.8723108504254663,0.05089699917320723,2.424202391246057e-13,0.054565917546990715,4.1049765555738045e-15
51,55,0.06714437196043485,4.2317533329397196e-22,0.050471828164109785,3.8201351609147455e-13,0.026469119167850406,0.00014091108182625825,-0.008107474012156968,0.24371034285714183,0.030669472245043367,1.0294781728822174e-05,0.05981613334236868,7.405585007695968e-18
52,56,0.00789137982597365,0.2565052407855187,0.022652592805728598,0.0011237827686621331,0.008210699695695007,0.23775926857418786,-0.0022581744524602437,0.7454119474421605,0.007703960668524695,0.2679739311969513,0.04245177705993085,1.0168877282571298e-09
53,57,0.024059487716397453,0.0005403248528109211,0.03823828893438869,3.794608054576752e-08,0.024792178783327717,0.00036340750714471885,0.004354616355597585,0.5312249927620297,0.033400149809409814,1.5566355808784138e-06,0.04387328043201589,2.764947073811463e-10
54,58,0.002783887196963746,0.6889461621165146,0.011415074679243827,0.10071755856046741,0.004374295395544755,0.5293708193377212,0.004945981057322569,0.4769797241112076,0.004374862724215094,0.5293174140669696,0.037618935333666205,6.267282578676648e-08
55,59,0.0566410859895054,3.6165717993107274e-16,0.07601169676843933,7.000322510397047e-28,0.059045886665119826,1.9387854604372242e-17,0.0024626005004134218,0.7232723723521465,0.07018722575673764,5.280512673826223e-24,0.07074562045968906,2.3132766492578315e-24
56,6,-0.005245848374891471,0.45067731704877323,0.00373501247450259,0.59123618777683,0.012855587190339067,0.06452517492892569,0.0002527835599151043,0.9710058229583706,-0.0009110773908991353,0.895774932406868,0.0011606020351469075,0.8674654707481314
57,60,0.008060724377970266,0.24643965273614446,0.018189058557742548,0.008908289061424254,0.004529161274987059,0.5148950063174103,-0.001956298482120196,0.7784886015154813,0.009631672977813754,0.16607242348077608,0.02143883812753832,0.002049489094360673
58,61,0.06406664751556951,2.9330092331858666e-20,0.13047239870388402,3.501222588437339e-79,0.023350402050259282,0.0007852971751402267,0.004689614032221784,0.5001168178572872,0.05907947759585621,1.859570583088023e-17,0.09833114257854311,1.3457010561524129e-45
59,62,-0.00429370702579816,0.5369847100085068,-0.0039074686783487,0.57422325963063,-0.00023155610523349553,0.9734396631311945,0.013453985874780758,0.05304107074093869,-0.009253298067010368,0.18334503502728883,0.027375326623514048,8.252906028132402e-05
60,63,0.015374212063528521,0.027054421290588472,0.03227888421021473,3.442670165572681e-06,0.005953471152119781,0.3919783243072058,0.0015375131671586982,0.8250352349887333,0.013469438573675847,0.052768746179799986,0.041139029144728494,3.264075935116276e-09
61,64,0.039160017100867583,1.772716305073244e-08,0.07650768135742508,3.1676129188111385e-28,0.03490089960647199,5.172520202621243e-07,0.0072934821385372125,0.29430849994806907,0.024954380827686504,0.00033238597080923816,0.05972234573841738,8.33176488499104e-18
62,65,0.018718456381532793,0.007109026976930393,0.028010266771004013,5.618570553754631e-05,0.031041091782809758,8.030864759838223e-06,0.0030294067247993157,0.6631355460886761,0.012295578951334174,0.07706046455935599,0.047510348575715296,8.189244796562854e-12
63,66,-0.004335176850597073,0.5330598250430156,-0.007725874552310247,0.266615058143849,0.02154853502803618,0.0019434294256955096,-0.0037624584536665095,0.5885131700659747,0.006912171520221106,0.3202776707186273,0.02190628379333362,0.0016315790255361229
64,67,0.029988651566189177,1.611071956472046e-05,0.06382876189730301,4.0368722708590004e-20,0.02230429622150448,0.0013391678112385816,0.009207247811505122,0.18553487885500952,0.03356348334060961,1.3837639194202275e-06,0.04347359563851783,4.0041980188213827e-10
65,68,0.068616654641961,5.19727015611287e-23,0.06663940369501307,8.59787700157199e-22,0.028629141332295854,3.833000780130043e-05,0.042632932730529885,8.633490147886936e-10,0.08675982497445342,7.612488488579838e-36,0.052044104915911556,6.976928441212832e-14
66,69,0.008128983095874183,0.24246177025442012,0.024347553922642515,0.00046288370250782733,-0.0033028856890509263,0.6348504056537647,-0.011488938915189591,0.09853321930195197,0.02306152928806308,0.0009119403357764863,0.04194492288492542,1.6018738180533944e-09
67,7,-0.010548298350531142,0.129331587995608,-0.005545568973077195,0.42522864473724753,-0.0024586262457672848,0.7237006579567129,-0.0053047988203079564,0.44560489420002913,-0.006141502909777057,0.3771972062494796,0.0004215377540391385,0.9516687289231395
68,70,0.012322821751186501,0.07640780256678668,0.027717926802488836,6.713315234796391e-05,0.02470220410494099,0.00038176232228269777,-0.008688583526724098,0.21154701200356857,0.01238084571583149,0.07503272993776904,0.053215372758902514,1.9022738637615172e-14
69,71,0.06540239758556647,4.773866616302025e-21,0.07483236208999632,4.518907525472317e-27,0.029379809648026927,2.3859496465460264e-05,-0.0025633026582042805,0.7124494455735222,0.03527244162761468,3.9103207303480927e-07,0.07136148675612067,9.238899176815804e-25
70,72,0.016793137387461857,0.01574413929180756,0.05271279417482724,3.33384043968153e-14,0.006800505306398852,0.3281580148932357,-0.00610971927541607,0.379671284590684,0.0060743878256623515,0.3824332096837948,0.01576355902530946,0.023407051680125374
71,73,-0.0077295833884888174,0.26638554425929106,-0.007283876174378739,0.29494487077858195,-0.006650166192250893,0.3389644505285727,0.010040822495097761,0.14880393550700965,-0.00860145686768922,0.21616337243969788,0.0034015195139595476,0.6247756309736732
72,74,0.023272634833080147,0.0008176807478755078,0.03221191917518513,3.606923533047386e-06,0.023972066867413017,0.0005661143730702935,0.01151462410399959,0.09778257180277554,0.030964542309372817,8.45428495498665e-06,0.04892544152448706,1.9359173645336936e-12
73,75,0.021374049949293615,0.0021145972774817643,0.020058306200528193,0.003921605497752932,0.01673659707115465,0.016099065885272688,0.005173155149168014,0.4569770207559444,0.029879070586839074,1.7300006253467854e-05,0.05397004919961346,8.112284091047144e-15
74,76,0.01351520285955977,0.051969083528674145,0.01993081079105128,0.004156125823958846,0.003572600836149327,0.6074668607689595,-0.00040885842382423033,0.9531207735056586,0.01571384065390999,0.023847671718658984,0.04684311969695711,1.5937277840306296e-11
75,77,0.06048194252402161,3.1913644344036036e-18,0.04754350015208272,7.92087856037543e-12,0.028974822856282882,3.085568414943377e-05,-0.003606535378829829,0.6040591947325741,0.040550068954452234,5.445807115528549e-09,0.05186877240166008,8.454711959090217e-14
76,78,0.030025405892896383,1.5729579780219336e-05,0.04628212608924249,2.7700634816120878e-11,0.024824655177701258,0.00035698745971783234,0.00981830441441577,0.1580171977989984,0.028332807957408276,4.607616732491138e-05,0.03268083531027633,2.597645516046692e-06
77,79,0.05004170511846328,6.0291069646029e-13,0.06931841155476791,1.8827532269669517e-23,0.043018297715582014,6.081404000841382e-10,0.006603171706629093,0.3423887523770309,0.04717857234383037,1.1416308488073863e-11,0.08849249796393932,3.1566713006893454e-37
78,8,-0.014851574736617343,0.0327144180351985,-0.020172907972679784,0.003721128407621385,0.0010822494778908078,0.8763383189207757,-0.013220041895408622,0.05730935215249534,-0.00972249031307272,0.1621148855220108,-0.006687639900783079,0.33624969330846566
79,80,-0.020914659689369272,0.0026334506319423833,-0.001465439792505224,0.8331133536321693,0.0017696515745088924,0.7991464974242999,-0.00019618938439407317,0.9774951832329131,-0.013406905875833368,0.0538780142120634,0.006118347338848253,0.3789986805653105
80,81,0.05222466366454654,5.720797317978557e-14,0.08317959172714351,4.477031629225115e-33,0.046829591677224065,1.61523692047544e-11,0.012161021845511207,0.0803510209771592,0.05378764977695388,9.978521277362469e-15,0.08602927626162567,2.8584502103827527e-35
81,82,0.02100584911519643,0.0025220227129693624,0.021062399144594655,0.00245510591173332,0.02536411085675861,0.000264702929335409,0.010181963501023988,0.14317624290858993,0.011926380929335291,0.08636151476455599,0.033760089411977716,1.2000923085195294e-06
82,83,0.026551390526684725,0.00013432038705297222,0.0261984803624066,0.00016480527005344688,0.006780508843553049,0.3295823423199654,-0.001529858924854124,0.8258922739164122,0.011592647197264393,0.09553034291633387,0.015506396986205085,0.02576460974492666
83,84,0.03657404236378721,1.435812930227767e-07,0.018701332816303255,0.0071616926412598715,0.009535821613532282,0.17032767854319067,-0.003277680378715386,0.637435941158567,0.044723724794256355,1.2438865378434588e-10,0.04308043946221014,5.745675359171567e-10
84,85,0.013218935122063154,0.057330204657206944,0.006494353793323742,0.3504024530824126,0.021666731238835755,0.0018348096387271126,-0.0043657205173023355,0.5301783458284285,0.005469145697937838,0.4316366368483756,0.019581240796297618,0.004865835376312217
85,86,0.060772835114657406,2.2029524850496093e-18,0.06713170302289825,4.307968162440926e-22,0.03734003665524221,7.836264117633879e-08,0.006698326535810139,0.33547807791660045,0.03919630463129243,1.7197849304325856e-08,0.07289561390818408,9.073618879929269e-26
86,87,0.03982044043128095,1.016781860327841e-08,0.029032534031242358,2.9751426277629803e-05,0.031349120306128575,6.523157246037092e-06,0.004877390336524613,0.4831120202042356,0.026628835071017765,0.00012838265882978176,0.058802278020499706,2.621901110968054e-17
87,88,0.03543902373633433,3.446283172815063e-07,0.091043245626176,2.596267140240313e-39,0.03924920596168701,1.645359659564849e-08,0.003379376726034598,0.6270313592348244,0.03064654034912095,1.0452821418910093e-05,0.04422084734178784,1.9984009556110733e-10
88,89,0.03535922238828968,3.66153006302764e-07,0.04030975710483746,6.697162679230687e-09,0.018645342778853227,0.007336350331297334,-0.006855370552825014,0.3242705584181136,0.01844271625517233,0.008000813801459467,0.0726272366991862,1.3665510561863224e-25
89,9,-0.01621640381658637,0.01970858278670683,-0.012740888520671428,0.06694552559287799,0.00296415444668418,0.6699579381313955,-0.008585025622341638,0.21704204041196842,-0.022577516515638038,0.0011673031358295106,-0.010995997271707357,0.11385024684198274
90,90,0.057787663477725695,9.09635864357385e-17,0.026206234178654333,0.00016407063286451445,0.029722730228258925,1.914242543048514e-05,0.002996410838468227,0.66658195375905,0.035517780348317436,3.24585624037648e-07,0.029334356750791993,2.456208097484283e-05
91,91,-0.001147194872140339,0.8689825813918262,0.02024601322906019,0.0035981569898980202,0.004929637417856661,0.4784370352001379,-0.0027871042937303568,0.6886055259116465,0.003161161184868266,0.6494453857840844,0.020782434036788287,0.0028030277175572953
92,92,0.1079110583879834,1.3276008090174876e-54,0.11856926740976978,1.271259038972374e-65,0.044429089691186016,1.6431965870768892e-10,0.025277701968766015,0.00027779951315738563,0.07307763916471005,6.867318433269134e-26,0.09311805686976544,4.726672762690336e-41
93,93,0.06022197762597243,4.438038680943819e-18,0.04846219231004308,3.118098620110573e-12,0.02002025277546729,0.0039903122115790305,0.0077925874643094365,0.26250742743539407,0.02914319397231437,2.7738239970334373e-05,0.07947906606823933,2.4593521484951454e-30
94,94,0.029372568207028264,2.397013529421069e-05,0.02783696339790083,6.245188605869773e-05,0.020262192398144085,0.003571446287870048,0.004304033320947117,0.5360060276848857,0.039083728636636055,1.8892044437822465e-08,0.052249810158698,5.56451525825275e-14
95,95,0.057529552099167186,1.2440382351923596e-16,0.059983178197322844,6.000835818701191e-18,0.03314800721246264,1.8648957087183962e-06,0.007273741382446128,0.2956172737819043,0.05602939823331331,7.469264192198782e-16,0.06192371158387169,4.996904152795406e-19
96,96,0.035241486058872375,4.0029528109764134e-07,0.03262661197287387,2.698746690169272e-06,0.026780109167267217,0.00011749079894791034,0.0047468980362407095,0.49489582112215136,0.035160725664996666,4.2546983544851823e-07,0.052825784543288935,2.9400749357761475e-14
97,97,0.022178233111284973,0.0014260874928819732,0.028424110466363055,4.354391664026107e-05,0.02886434351296256,3.307915133691488e-05,-0.00865424724757649,0.21335772073043305,0.02705219492751115,0.00010005975423962166,0.055768717419104843,1.0150694639400814e-15
98,98,0.022599278357025056,0.0011545305455234135,0.011797261884371007,0.08982081687938787,0.010257231002102648,0.14024263372563506,0.018994844084704445,0.0063057312417131774,0.017971936285070815,0.009756926275032078,0.03348110802749173,1.4685044245911572e-06
99,99,0.020624377676565206,0.003018787031342392,0.02611146455257707,0.0001732646269012643,0.007141571954728715,0.30448012849711514,-0.0009752355133010413,0.8884817938809851,0.01922010727181995,0.005712495066683665,0.03261133146757812,2.7279128999929484e-06
