,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words
10,China Virus. It came from China,0.0,1.0,0.0,0.0,0.0,0.0,China Virus. It came from China,"[('China', 'PROPN'), ('Virus', 'PROPN'), ('.', 'PUNCT'), ('it', 'PRON'), ('come', 'VERB'), ('from', 'ADP'), ('China', 'PROPN')]","{'PROPN': 3, 'PUNCT': 1, 'PRON': 1, 'VERB': 1, 'ADP': 1}",china virus come china,PROPN PROPN PUNCT PRON VERB ADP PROPN,0.0,china virus come from china,0,1,
11,"Why isn't the ""president-elect"" trying to pardon this turkey with his transition team? Outrageous!",1.0,0.0,0.0,0.0,0.0,0.0,"Why is not the ""president-elect"" trying to pardon this turkey with his transition team? Outrageous!","[('why', 'ADV'), ('be', 'AUX'), ('not', 'PART'), ('the', 'DET'), ('""', 'PUNCT'), ('president', 'PROPN'), ('-', 'PUNCT'), ('elect', 'PROPN'), ('""', 'PUNCT'), ('try', 'VERB'), ('to', 'PART'), ('pardon', 'VERB'), ('this', 'DET'), ('turkey', 'NOUN'), ('with', 'ADP'), ('his', 'PRON'), ('transition', 'NOUN'), ('team', 'NOUN'), ('?', 'PUNCT'), ('outrageous', 'ADJ'), ('!', 'PUNCT')]","{'ADV': 1, 'AUX': 1, 'PART': 2, 'DET': 2, 'PUNCT': 5, 'PROPN': 2, 'VERB': 2, 'NOUN': 3, 'ADP': 1, 'PRON': 1, 'ADJ': 1}",why not president elect try to pardon turkey transition team outrageous,ADV AUX PART DET PUNCT PROPN PUNCT PROPN PUNCT VERB PART VERB DET NOUN ADP PRON NOUN NOUN PUNCT ADJ PUNCT,0.0,why be not president elect try to pardon turkey with transition team outrageous,0,5,
12,Last thanksgiving for you trump in White House,0.0,0.0,0.0,0.0,0.0,0.0,Last thanksgiving for you trump in White House,"[('last', 'ADJ'), ('thanksgiving', 'NOUN'), ('for', 'ADP'), ('you', 'PRON'), ('trump', 'VERB'), ('in', 'ADP'), ('White', 'PROPN'), ('House', 'PROPN')]","{'ADJ': 1, 'NOUN': 1, 'ADP': 2, 'PRON': 1, 'VERB': 1, 'PROPN': 2}",last thanksgiving trump white house,ADJ NOUN ADP PRON VERB ADP PROPN PROPN,1.0,last thanksgiving for trump in white house,0,0,
13,Were is daddy Trump,0.0,0.0,0.0,0.0,0.0,0.0,Were is daddy Trump,"[('be', 'AUX'), ('be', 'AUX'), ('daddy', 'ADJ'), ('Trump', 'PROPN')]","{'AUX': 2, 'ADJ': 1, 'PROPN': 1}",daddy trump,AUX AUX ADJ PROPN,1.0,be be daddy trump,0,0,
14,"TRUMP was not ""Fired"" come 2024 when he rerun and I believe he will 2024 he wins why because he connected with many people of all ethnic backgrounds NO PANDEMIC=NO BIDEN believe it or not TRUMP WINS!",0.0,0.0,0.0,1.0,0.0,0.0,"TRUMP was not ""Fired"" come 2024 when he rerun and I believe he will 2024 he wins why because he connected with many people of all ethnic backgrounds NO PANDEMIC=NO BIDEN believe it or not TRUMP WINS!","[('TRUMP', 'PROPN'), ('be', 'AUX'), ('not', 'PART'), ('""', 'PUNCT'), ('fire', 'VERB'), ('""', 'PUNCT'), ('come', 'VERB'), ('2024', 'NUM'), ('when', 'ADV'), ('he', 'PRON'), ('rerun', 'VERB'), ('and', 'CCONJ'), ('I', 'PRON'), ('believe', 'VERB'), ('he', 'PRON'), ('will', 'AUX'), ('2024', 'NUM'), ('he', 'PRON'), ('win', 'VERB'), ('why', 'ADV'), ('because', 'SCONJ'), ('he', 'PRON'), ('connect', 'VERB'), ('with', 'ADP'), ('many', 'ADJ'), ('people', 'NOUN'), ('of', 'ADP'), ('all', 'DET'), ('ethnic', 'ADJ'), ('background', 'NOUN'), ('no', 'DET'), ('PANDEMIC', 'PROPN'), ('=', 'PUNCT'), ('no', 'DET'), ('BIDEN', 'NOUN'), ('believe', 'VERB'), ('it', 'PRON'), ('or', 'CCONJ'), ('not', 'PART'), ('TRUMP', 'PROPN'), ('WINS', 'PROPN'), ('!', 'PUNCT')]","{'PROPN': 4, 'AUX': 2, 'PART': 2, 'PUNCT': 4, 'VERB': 7, 'NUM': 2, 'ADV': 2, 'PRON': 6, 'CCONJ': 2, 'SCONJ': 1, 'ADP': 2, 'ADJ': 2, 'NOUN': 3, 'DET': 3}",trump not fire come 2024 when rerun believe 2024 win why connect many people ethnic background pandemic biden believe not trump wins,PROPN AUX PART PUNCT VERB PUNCT VERB NUM ADV PRON VERB CCONJ PRON VERB PRON AUX NUM PRON VERB ADV SCONJ PRON VERB ADP ADJ NOUN ADP DET ADJ NOUN DET PROPN PUNCT DET NOUN VERB PRON CCONJ PART PROPN PROPN PUNCT,0.0,trump be not fire come 2024 when rerun and believe will 2024 win why connect with many people of ethnic background pandemic biden believe or not trump wins,8,4,2024 2024
15,Best President ever! God Bless America !,0.0,0.0,0.0,0.0,0.0,0.0,Best President ever! God Bless America !,"[('good', 'ADJ'), ('President', 'PROPN'), ('ever', 'ADV'), ('!', 'PUNCT'), ('God', 'PROPN'), ('Bless', 'PROPN'), ('America', 'PROPN'), ('!', 'PUNCT')]","{'ADJ': 1, 'PROPN': 4, 'ADV': 1, 'PUNCT': 2}",good president ever god bless america,ADJ PROPN ADV PUNCT PROPN PROPN PROPN PUNCT,1.0,good president ever god bless america,0,2,
16,It’s in slow mode @Sammy Oliver. You have to wait about a minute between post when it’s in slow mode,0.0,0.0,0.0,0.0,0.0,0.0,It’s in slow mode @Sammy Oliver. You have to wait about a minute between post when it’s in slow mode,"[('it', 'PRON'), ('be', 'AUX'), ('in', 'ADP'), ('slow', 'ADJ'), ('mode', 'NOUN'), ('@Sammy', 'PROPN'), ('Oliver', 'PROPN'), ('.', 'PUNCT'), ('you', 'PRON'), ('have', 'VERB'), ('to', 'PART'), ('wait', 'VERB'), ('about', 'ADV'), ('a', 'DET'), ('minute', 'NOUN'), ('between', 'ADP'), ('post', 'NOUN'), ('when', 'ADV'), ('it', 'PRON'), ('be', 'VERB'), ('in', 'ADP'), ('slow', 'ADJ'), ('mode', 'NOUN')]","{'PRON': 3, 'INTJ': 1, 'ADP': 3, 'ADJ': 2, 'NOUN': 4, 'PROPN': 2, 'PUNCT': 1, 'VERB': 2, 'PART': 1, 'ADV': 3, 'DET': 1}",’s slow mode @sammy oliver have to wait about minute post when ’s slow mode,PRON AUX ADP ADJ NOUN PROPN PROPN PUNCT PRON VERB PART VERB ADV DET NOUN ADP NOUN ADV PRON VERB ADP ADJ NOUN,1.0,’s in slow mode @sammy oliver have to wait about minute between post when ’s in slow mode,0,2,@sammy
17,We Will Win,0.0,0.0,0.0,0.0,0.0,0.0,We Will Win,"[('we', 'PRON'), ('will', 'AUX'), ('win', 'VERB')]","{'PRON': 1, 'AUX': 1, 'VERB': 1}",win,PRON AUX VERB,1.0,will win,0,0,
18,If there is no path forward for Trump... he should release all prisonsers... everywhere... good luck Biden,0.0,0.0,0.0,0.0,0.0,0.0,If there is no path forward for Trump... he should release all prisonsers... everywhere... good luck Biden,"[('if', 'SCONJ'), ('there', 'PRON'), ('be', 'VERB'), ('no', 'DET'), ('path', 'NOUN'), ('forward', 'ADV'), ('for', 'ADP'), ('Trump', 'PROPN'), ('...', 'PUNCT'), ('he', 'PRON'), ('should', 'AUX'), ('release', 'VERB'), ('all', 'DET'), ('prisonser', 'NOUN'), ('...', 'PUNCT'), ('everywhere', 'ADV'), ('...', 'PUNCT'), ('good', 'ADJ'), ('luck', 'NOUN'), ('Biden', 'PROPN')]","{'SCONJ': 1, 'PRON': 2, 'VERB': 2, 'DET': 2, 'NOUN': 3, 'ADV': 2, 'ADP': 1, 'PROPN': 2, 'PUNCT': 3, 'AUX': 1, 'ADJ': 1}",be path forward trump ... release prisonser ... everywhere ... good luck biden,SCONJ PRON VERB DET NOUN ADV ADP PROPN PUNCT PRON AUX VERB DET NOUN PUNCT ADV PUNCT ADJ NOUN PROPN,1.0,be path forward for trump ... should release prisonser ... everywhere ... good luck biden,0,9,prisonser
19,"CORN and COB - Anyone think Trump is TROLLING Biden's ""CORN POP"" story ???",0.0,0.0,0.0,0.0,0.0,0.0,"CORN and COB - Anyone think Trump is TROLLING Bidens ""CORN POP"" story ???","[('CORN', 'PROPN'), ('and', 'CCONJ'), ('COB', 'PROPN'), ('-', 'PUNCT'), ('anyone', 'PRON'), ('think', 'VERB'), ('Trump', 'PROPN'), ('be', 'AUX'), ('troll', 'VERB'), ('Bidens', 'PROPN'), ('""', 'PUNCT'), ('CORN', 'PROPN'), ('POP', 'PROPN'), ('""', 'PUNCT'), ('story', 'NOUN'), ('?', 'PUNCT'), ('?', 'PUNCT'), ('?', 'PUNCT')]","{'PROPN': 6, 'CCONJ': 1, 'PUNCT': 6, 'PRON': 1, 'VERB': 2, 'AUX': 1, 'NOUN': 1}",corn cob think trump troll bidens corn pop story,PROPN CCONJ PROPN PUNCT PRON VERB PROPN AUX VERB PROPN PUNCT PROPN PROPN PUNCT NOUN PUNCT PUNCT PUNCT,1.0,corn and cob think trump be troll bidens corn pop story,5,6,bidens
20,Q was wrong 😑,0.0,0.0,0.0,0.0,0.0,0.0,Q was wrong 😑,"[('Q', 'PROPN'), ('be', 'AUX'), ('wrong', 'ADJ'), ('😑', 'EMOJI')]","{'PROPN': 1, 'AUX': 1, 'ADJ': 1, 'NOUN': 1}",q wrong 😑,PROPN AUX ADJ EMOJI,1.0,q be wrong,1,0,
21,Hopefully the reporters will let them do this without issue,0.0,0.0,0.0,0.0,0.0,0.0,Hopefully the reporters will let them do this without issue,"[('hopefully', 'ADV'), ('the', 'DET'), ('reporter', 'NOUN'), ('will', 'AUX'), ('let', 'VERB'), ('they', 'PRON'), ('do', 'VERB'), ('this', 'DET'), ('without', 'ADP'), ('issue', 'NOUN')]","{'ADV': 1, 'DET': 2, 'NOUN': 2, 'AUX': 1, 'VERB': 2, 'PRON': 1, 'ADP': 1}",hopefully reporter let do issue,ADV DET NOUN AUX VERB PRON VERB DET ADP NOUN,1.0,hopefully reporter will let do without issue,0,0,
22,BIDEN 2024,0.0,0.0,0.0,0.0,0.0,0.0,BIDEN 2024,"[('BIDEN', 'NOUN'), ('2024', 'NUM')]","{'NOUN': 1, 'NUM': 1}",biden 2024,NOUN NUM,1.0,biden 2024,1,0,2024
23,"What, is, this,? A real, President, is, speaking,.! Hallelujah.! Hallelujah,. ! Hallelujah..,! Thunderous!!! Speech. A true Commander-in-Cheif. Donald Trump, take notes... No more, reality TV",0.0,0.0,0.0,0.0,0.0,0.0,"What, is, this,? A real, President, is, speaking,.! Hallelujah.! Hallelujah,. ! Hallelujah..,! Thunderous!!! Speech. A true Commander-in-Cheif. Donald Trump, take notes... No more, reality TV","[('what', 'PRON'), (',', 'PUNCT'), ('be', 'AUX'), (',', 'PUNCT'), ('this', 'DET'), (',', 'PUNCT'), ('?', 'PUNCT'), ('a', 'DET'), ('real', 'ADJ'), (',', 'PUNCT'), ('President', 'PROPN'), (',', 'PUNCT'), ('be', 'AUX'), (',', 'PUNCT'), ('speak', 'VERB'), (',', 'PUNCT'), ('.', 'PUNCT'), ('!', 'PUNCT'), ('Hallelujah', 'PROPN'), ('.', 'PUNCT'), ('!', 'PUNCT'), ('Hallelujah', 'PROPN'), (',', 'PUNCT'), ('.', 'PUNCT'), ('!', 'PUNCT'), ('Hallelujah', 'PROPN'), ('..', 'PUNCT'), (',', 'PUNCT'), ('!', 'PUNCT'), ('thunderous', 'ADJ'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('speech', 'NOUN'), ('.', 'PUNCT'), ('a', 'DET'), ('true', 'ADJ'), ('Commander', 'PROPN'), ('-', 'PUNCT'), ('in', 'ADP'), ('-', 'PUNCT'), ('cheif', 'NOUN'), ('.', 'PUNCT'), ('Donald', 'PROPN'), ('Trump', 'PROPN'), (',', 'PUNCT'), ('take', 'VERB'), ('note', 'NOUN'), ('...', 'PUNCT'), ('no', 'INTJ'), ('more', 'ADV'), (',', 'PUNCT'), ('reality', 'NOUN'), ('tv', 'NOUN')]","{'PRON': 1, 'PUNCT': 28, 'AUX': 2, 'DET': 3, 'ADJ': 3, 'PROPN': 7, 'VERB': 2, 'NOUN': 5, 'ADP': 1, 'INTJ': 1, 'ADV': 1}",real president speak hallelujah hallelujah hallelujah .. thunderous speech true commander cheif donald trump take note ... no more reality tv,PRON PUNCT AUX PUNCT DET PUNCT PUNCT DET ADJ PUNCT PROPN PUNCT AUX PUNCT VERB PUNCT PUNCT PUNCT PROPN PUNCT PUNCT PROPN PUNCT PUNCT PUNCT PROPN PUNCT PUNCT PUNCT ADJ PUNCT PUNCT PUNCT NOUN PUNCT DET ADJ PROPN PUNCT ADP PUNCT NOUN PUNCT PROPN PROPN PUNCT VERB NOUN PUNCT INTJ ADV PUNCT NOUN NOUN,1.0,be real president be speak hallelujah hallelujah hallelujah .. thunderous speech true commander in cheif donald trump take note ... no more reality tv,3,31,hallelujah hallelujah hallelujah
24,this turkey 🦃 is smarter that Joe Frauden Biden. 👍,1.0,0.0,0.0,0.0,0.0,0.0,this turkey 🦃 is smarter that Joe Frauden Biden. 👍,"[('this', 'DET'), ('turkey', 'PROPN'), ('🦃', 'EMOJI'), ('be', 'AUX'), ('smart', 'ADJ'), ('that', 'SCONJ'), ('Joe', 'PROPN'), ('Frauden', 'PROPN'), ('Biden', 'PROPN'), ('.', 'PUNCT'), ('👍', 'EMOJI')]","{'DET': 1, 'PROPN': 4, 'NOUN': 1, 'AUX': 1, 'ADJ': 1, 'SCONJ': 1, 'PUNCT': 1, 'X': 1}",turkey 🦃 smart joe frauden biden 👍,DET PROPN EMOJI AUX ADJ SCONJ PROPN PROPN PROPN PUNCT EMOJI,0.0,turkey be smart joe frauden biden,0,1,frauden
25,Its going down...,0.0,0.0,0.0,0.0,0.0,0.0,Its going down...,"[('its', 'PRON'), ('go', 'VERB'), ('down', 'ADV'), ('...', 'PUNCT')]","{'PRON': 1, 'VERB': 1, 'ADV': 1, 'PUNCT': 1}",go down ...,PRON VERB ADV PUNCT,1.0,go down ...,0,3,
26,TRUMP HAS A BUSINESS IN TURKEY,0.0,0.0,0.0,0.0,0.0,0.0,TRUMP HAS A BUSINESS IN TURKEY,"[('TRUMP', 'PROPN'), ('have', 'VERB'), ('a', 'DET'), ('business', 'NOUN'), ('in', 'ADP'), ('TURKEY', 'PROPN')]","{'PROPN': 2, 'VERB': 1, 'DET': 1, 'NOUN': 1, 'ADP': 1}",trump have business turkey,PROPN VERB DET NOUN ADP PROPN,1.0,trump have business in turkey,6,0,
27,It’s not over.,0.0,0.0,0.0,0.0,0.0,0.0,It’s not over.,"[('it', 'PRON'), ('be', 'AUX'), ('not', 'PART'), ('over', 'ADV'), ('.', 'PUNCT')]","{'PRON': 1, 'INTJ': 1, 'PART': 1, 'ADV': 1, 'PUNCT': 1}",’s not over,PRON AUX PART ADV PUNCT,1.0,’s not over,0,1,
28,"Benjamin Franklin once said: ""Those who would give up essential Liberty, to purchase a little temporary Safety, deserve neitherLiberty nor Safety.""",0.0,0.0,0.0,0.0,0.0,0.0,"Benjamin Franklin once said: ""Those who would give up essential Liberty, to purchase a little temporary Safety, deserve neitherLiberty nor Safety.""","[('Benjamin', 'PROPN'), ('Franklin', 'PROPN'), ('once', 'ADV'), ('say', 'VERB'), (':', 'PUNCT'), ('""', 'PUNCT'), ('those', 'DET'), ('who', 'PRON'), ('would', 'AUX'), ('give', 'VERB'), ('up', 'ADP'), ('essential', 'ADJ'), ('Liberty', 'PROPN'), (',', 'PUNCT'), ('to', 'PART'), ('purchase', 'VERB'), ('a', 'DET'), ('little', 'ADJ'), ('temporary', 'ADJ'), ('safety', 'NOUN'), (',', 'PUNCT'), ('deserve', 'VERB'), ('neitherliberty', 'NOUN'), ('nor', 'CCONJ'), ('Safety', 'PROPN'), ('.', 'PUNCT'), ('""', 'PUNCT')]","{'PROPN': 4, 'ADV': 1, 'VERB': 4, 'PUNCT': 6, 'DET': 2, 'PRON': 1, 'AUX': 1, 'ADP': 1, 'ADJ': 3, 'PART': 1, 'NOUN': 2, 'CCONJ': 1}",benjamin franklin once say give essential liberty to purchase little temporary safety deserve neitherliberty safety,PROPN PROPN ADV VERB PUNCT PUNCT DET PRON AUX VERB ADP ADJ PROPN PUNCT PART VERB DET ADJ ADJ NOUN PUNCT VERB NOUN CCONJ PROPN PUNCT PUNCT,1.0,benjamin franklin once say would give up essential liberty to purchase little temporary safety deserve neitherliberty nor safety,0,6,neitherliberty
29,Dark coven... most ridiculous thing I’ve ever heard,0.0,0.0,0.0,0.0,0.0,0.0,Dark coven... most ridiculous thing I’ve ever heard,"[('dark', 'ADJ'), ('coven', 'NOUN'), ('...', 'PUNCT'), ('most', 'ADV'), ('ridiculous', 'ADJ'), ('thing', 'NOUN'), ('I', 'PRON'), ('have', 'AUX'), ('ever', 'ADV'), ('hear', 'VERB')]","{'ADJ': 2, 'NOUN': 2, 'PUNCT': 1, 'ADV': 2, 'PRON': 1, 'AUX': 1, 'VERB': 1}",dark coven ... most ridiculous thing ever hear,ADJ NOUN PUNCT ADV ADJ NOUN PRON AUX ADV VERB,1.0,dark coven ... most ridiculous thing ’ve ever hear,1,3,
30,Wow such a beautiful turkey,1.0,0.0,0.0,0.0,0.0,0.0,Wow such a beautiful turkey,"[('wow', 'INTJ'), ('such', 'DET'), ('a', 'DET'), ('beautiful', 'ADJ'), ('turkey', 'NOUN')]","{'INTJ': 1, 'DET': 2, 'ADJ': 1, 'NOUN': 1}",wow beautiful turkey,INTJ DET DET ADJ NOUN,0.0,wow beautiful turkey,0,0,
31,You want Trump dead so that he can vote for Biden? 😆,1.0,0.0,0.0,0.0,0.0,0.0,You want Trump dead so that he can vote for Biden? 😆,"[('you', 'PRON'), ('want', 'VERB'), ('Trump', 'PROPN'), ('dead', 'ADJ'), ('so', 'SCONJ'), ('that', 'SCONJ'), ('he', 'PRON'), ('can', 'AUX'), ('vote', 'VERB'), ('for', 'ADP'), ('Biden', 'PROPN'), ('?', 'PUNCT'), ('😆', 'EMOJI')]","{'PRON': 2, 'VERB': 2, 'PROPN': 3, 'ADJ': 1, 'SCONJ': 2, 'AUX': 1, 'ADP': 1, 'PUNCT': 1}",want trump dead vote biden 😆,PRON VERB PROPN ADJ SCONJ SCONJ PRON AUX VERB ADP PROPN PUNCT EMOJI,0.0,want trump dead can vote for biden,0,1,
32,Beat President From the Rep Party EVERER,0.0,0.0,0.0,0.0,0.0,0.0,Beat President From the Rep Party EVERER,"[('beat', 'VERB'), ('President', 'PROPN'), ('from', 'ADP'), ('the', 'DET'), ('Rep', 'PROPN'), ('Party', 'PROPN'), ('EVERER', 'PROPN')]","{'VERB': 1, 'PROPN': 4, 'ADP': 1, 'DET': 1}",beat president rep party everer,VERB PROPN ADP DET PROPN PROPN PROPN,1.0,beat president from rep party everer,1,0,everer
33,Trump 2020/24,0.0,0.0,0.0,0.0,0.0,0.0,Trump 2020/24,"[('Trump', 'PROPN'), ('2020/24', 'NUM')]","{'PROPN': 1, 'NUM': 1}",trump 2020/24,PROPN NUM,1.0,trump 2020/24,0,1,2020/24
34,:thanksdoc::thanksdoc::thanksdoc:,0.0,0.0,0.0,0.0,0.0,0.0,:thanksdoc::thanksdoc::thanksdoc:,"[(':', 'PUNCT'), ('thanksdoc::thanksdoc::thanksdoc', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'NOUN': 1}",thanksdoc::thanksdoc::thanksdoc,PUNCT NOUN PUNCT,1.0,thanksdoc::thanksdoc::thanksdoc,0,6,thanksdoc::thanksdoc::thanksdoc
35,Bedin ❤️,0.0,0.0,0.0,0.0,0.0,0.0,Bedin ❤️,"[('Bedin', 'PROPN'), ('❤️', 'EMOJI')]","{'PROPN': 1, 'ADJ': 1, 'NOUN': 1}",bedin ❤ ️,PROPN EMOJI,1.0,bedin,0,0,bedin
36,LOL they are wearing masks. LOL,0.0,0.0,0.0,0.0,0.0,0.0,LOL they are wearing masks. LOL,"[('lol', 'INTJ'), ('they', 'PRON'), ('be', 'AUX'), ('wear', 'VERB'), ('mask', 'NOUN'), ('.', 'PUNCT'), ('lol', 'NOUN')]","{'INTJ': 1, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'NOUN': 2, 'PUNCT': 1}",lol wear mask lol,INTJ PRON AUX VERB NOUN PUNCT NOUN,1.0,lol be wear mask lol,2,1,
37,Biden4Prison2020 !,0.0,0.0,0.0,0.0,0.0,0.0,Biden4Prison2020 !,"[('Biden4Prison2020', 'PROPN'), ('!', 'PUNCT')]","{'PROPN': 1, 'PUNCT': 1}",biden4prison2020,PROPN PUNCT,1.0,biden4prison2020,0,1,biden4prison2020
