,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words
10,:_pewdieBrofist2::_pewdieBrofist2:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieBrofist2::_pewdieBrofist2:,"[(':', 'PUNCT'), ('_', 'DET'), ('pewdiebrofist2::_pewdiebrofist2', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'NOUN': 1}",pewdiebrofist2::_pewdiebrofist2,PUNCT DET NOUN PUNCT,1.0,pewdiebrofist2::_pewdiebrofist2,0,6,pewdiebrofist2::_pewdiebrofist2
11,:_pewdieBrofist:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieBrofist:,"[(':', 'PUNCT'), ('_', 'DET'), ('pewdiebrofist', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'NOUN': 1}",pewdiebrofist,PUNCT DET NOUN PUNCT,1.0,pewdiebrofist,0,3,pewdiebrofist
12,:_pewdieReee:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieReee:,"[(':', 'PUNCT'), ('_', 'DET'), ('pewdiereee', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'NOUN': 1}",pewdiereee,PUNCT DET NOUN PUNCT,1.0,pewdiereee,0,3,pewdiereee
13,on time baby,0.0,0.0,0.0,0.0,0.0,0.0,on time baby,"[('on', 'ADP'), ('time', 'NOUN'), ('baby', 'NOUN')]","{'ADP': 1, 'NOUN': 2}",time baby,ADP NOUN NOUN,1.0,time baby,0,0,
14,hey floor gang,0.0,0.0,0.0,0.0,0.0,0.0,hey floor gang,"[('hey', 'INTJ'), ('floor', 'NOUN'), ('gang', 'NOUN')]","{'INTJ': 1, 'NOUN': 2}",hey floor gang,INTJ NOUN NOUN,1.0,hey floor gang,0,0,
15,yoooo i cant stay up this late lol,0.0,0.0,0.0,0.0,0.0,0.0,yoooo i can not stay up this late lol,"[('yoooo', 'NOUN'), ('I', 'PRON'), ('can', 'AUX'), ('not', 'PART'), ('stay', 'VERB'), ('up', 'ADP'), ('this', 'DET'), ('late', 'ADJ'), ('lol', 'NOUN')]","{'NOUN': 2, 'PRON': 1, 'AUX': 1, 'PART': 1, 'VERB': 1, 'ADP': 1, 'DET': 1, 'ADJ': 1}",yoooo nt stay late lol,NOUN PRON AUX PART VERB ADP DET ADJ NOUN,1.0,yoooo stay late lol,0,0,yoooo
16,"cmoooon start the stream, i wanna eat my cereal while watching",0.0,0.0,0.0,0.0,0.0,0.0,"cmoooon start the stream, i want to eat my cereal while watching","[('cmoooon', 'NOUN'), ('start', 'VERB'), ('the', 'DET'), ('stream', 'NOUN'), (',', 'PUNCT'), ('I', 'PRON'), ('want', 'VERB'), ('to', 'PART'), ('eat', 'VERB'), ('my', 'PRON'), ('cereal', 'NOUN'), ('while', 'SCONJ'), ('watch', 'VERB')]","{'NOUN': 3, 'VERB': 4, 'DET': 1, 'PUNCT': 1, 'PRON': 2, 'PART': 1, 'SCONJ': 1}",cmoooon start stream wanna eat cereal watch,NOUN VERB DET NOUN PUNCT PRON VERB PART VERB PRON NOUN SCONJ VERB,1.0,cmoooon start stream want eat cereal watch,0,1,cmoooon
17,i got a tampon ad wtf?!,0.0,0.0,0.0,0.0,0.0,0.0,i got a tampon ad wtf?!,"[('I', 'PRON'), ('get', 'VERB'), ('a', 'DET'), ('tampon', 'NOUN'), ('ad', 'NOUN'), ('wtf', 'NOUN'), ('?', 'PUNCT'), ('!', 'PUNCT')]","{'PRON': 1, 'VERB': 1, 'DET': 1, 'NOUN': 3, 'PUNCT': 2}",get tampon ad wtf,PRON VERB DET NOUN NOUN NOUN PUNCT PUNCT,1.0,get tampon ad wtf,0,2,tampon wtf
18,:_pewdieFloorGang2:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieFloorGang2:,"[(':', 'PUNCT'), ('_', 'X'), ('pewdiefloorgang2', 'X'), (':', 'PUNCT')]","{'PUNCT': 2, 'X': 2}",pewdiefloorgang2,PUNCT X X PUNCT,1.0,pewdiefloorgang2,0,3,pewdiefloorgang2
19,I'm a member😎,0.0,0.0,0.0,0.0,0.0,0.0,I am a member😎,"[('I', 'PRON'), ('be', 'AUX'), ('a', 'DET'), ('member', 'NOUN'), ('😎', 'EMOJI')]","{'PRON': 1, 'AUX': 1, 'DET': 1, 'NOUN': 1, 'EMOJI': 1}",member 😎,PRON AUX DET NOUN EMOJI,1.0,member,1,0,
20,:_pewdieBrofist:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieBrofist:,"[(':', 'PUNCT'), ('_', 'DET'), ('pewdiebrofist', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'NOUN': 1}",pewdiebrofist,PUNCT DET NOUN PUNCT,1.0,pewdiebrofist,0,3,pewdiebrofist
21,:_pewdieBrofist::_pewdieBrofist::_pewdieBrofist::_pewdieBrofist::_pewdieBrofist::_pewdieBrofist:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieBrofist::_pewdieBrofist::_pewdieBrofist::_pewdieBrofist::_pewdieBrofist::_pewdieBrofist:,"[(':', 'PUNCT'), ('_', 'DET'), ('pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist', 'X'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'X': 1}",pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist,PUNCT DET X PUNCT,1.0,pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist,0,18,pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist::_pewdiebrofist
22,:_pewdieRip::_pewdieRip:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieRip::_pewdieRip:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('pewdieRip::_pewdieRip', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",pewdierip::_pewdierip,PUNCT PROPN PROPN PUNCT,1.0,pewdieRip::_pewdieRip,0,6,pewdierip::_pewdierip
23,:_pewdieFloorGang2:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieFloorGang2:,"[(':', 'PUNCT'), ('_', 'X'), ('pewdiefloorgang2', 'X'), (':', 'PUNCT')]","{'PUNCT': 2, 'X': 2}",pewdiefloorgang2,PUNCT X X PUNCT,1.0,pewdiefloorgang2,0,3,pewdiefloorgang2
24,yah a add,0.0,0.0,0.0,0.0,0.0,0.0,yah a add,"[('yah', 'NOUN'), ('a', 'DET'), ('add', 'NOUN')]","{'NOUN': 2, 'DET': 1}",yah add,NOUN DET NOUN,1.0,yah add,0,0,
25,epicc,0.0,0.0,0.0,0.0,0.0,0.0,epicc,"[('epicc', 'NOUN')]",{'NOUN': 1},epicc,NOUN,1.0,epicc,0,0,epicc
26,Yes let’s goooo,0.0,0.0,0.0,0.0,0.0,0.0,Yes let us goooo,"[('yes', 'INTJ'), ('let', 'VERB'), ('we', 'PRON'), ('goooo', 'VERB')]","{'INTJ': 1, 'VERB': 2, 'PRON': 1}",yes let goooo,INTJ VERB PRON VERB,1.0,yes let goooo,0,0,goooo
27,hallooo,0.0,0.0,0.0,0.0,0.0,0.0,hallooo,"[('hallooo', 'PROPN')]",{'PROPN': 1},hallooo,PROPN,1.0,hallooo,0,0,hallooo
28,omg scare pewdiepie season 2 is out finally,0.0,0.0,0.0,0.0,0.0,0.0,omg scare pewdiepie season 2 is out finally,"[('omg', 'NOUN'), ('scare', 'NOUN'), ('pewdiepie', 'PROPN'), ('season', 'NOUN'), ('2', 'NUM'), ('be', 'AUX'), ('out', 'ADV'), ('finally', 'ADV')]","{'NOUN': 3, 'PROPN': 1, 'NUM': 1, 'AUX': 1, 'ADV': 2}",omg scare pewdiepie season 2 out finally,NOUN NOUN PROPN NOUN NUM AUX ADV ADV,1.0,omg scare pewdiepie season 2 finally,0,0,omg pewdiepie
29,good early morning from PH!,0.0,0.0,0.0,0.0,0.0,0.0,good early morning from PH!,"[('good', 'ADJ'), ('early', 'ADJ'), ('morning', 'NOUN'), ('from', 'ADP'), ('PH', 'PROPN'), ('!', 'PUNCT')]","{'ADJ': 2, 'NOUN': 1, 'ADP': 1, 'PROPN': 1, 'PUNCT': 1}",good early morning ph,ADJ ADJ NOUN ADP PROPN PUNCT,1.0,good early morning PH,1,1,
30,BIRTHDAY GANG,0.0,0.0,0.0,0.0,0.0,0.0,BIRTHDAY GANG,"[('birthday', 'NOUN'), ('gang', 'NOUN')]",{'NOUN': 2},birthday gang,NOUN NOUN,1.0,birthday gang,2,0,
31,is rh 15th of october like most common birth day or smn XDXD ? because there is like 3 + me who has bday today xD,0.0,0.0,0.0,0.0,0.0,0.0,is rh 15th of october like most common birth day or smn XDXD ? because there is like 3 + me who has bday today xD,"[('be', 'AUX'), ('rh', 'PROPN'), ('15th', 'NOUN'), ('of', 'ADP'), ('october', 'PROPN'), ('like', 'ADP'), ('most', 'ADJ'), ('common', 'ADJ'), ('birth', 'NOUN'), ('day', 'NOUN'), ('or', 'CCONJ'), ('smn', 'VERB'), ('XDXD', 'PROPN'), ('?', 'PUNCT'), ('because', 'SCONJ'), ('there', 'PRON'), ('be', 'AUX'), ('like', 'INTJ'), ('3', 'NUM'), ('+', 'NOUN'), ('I', 'PRON'), ('who', 'PRON'), ('have', 'VERB'), ('bday', 'NOUN'), ('today', 'NOUN'), ('xd', 'ADV')]","{'AUX': 2, 'PROPN': 3, 'NOUN': 6, 'ADP': 2, 'ADJ': 2, 'CCONJ': 1, 'VERB': 2, 'PUNCT': 1, 'SCONJ': 1, 'PRON': 3, 'INTJ': 1, 'NUM': 1, 'ADV': 1}",rh 15th october most common birth day smn xdxd like 3 have bday today xd,AUX PROPN NOUN ADP PROPN ADP ADJ ADJ NOUN NOUN CCONJ VERB PROPN PUNCT SCONJ PRON AUX INTJ NUM NOUN PRON PRON VERB NOUN NOUN ADV,1.0,rh 15th october like common birth day smn XDXD like 3 bday today xd,1,2,rh smn xdxd bday
32,lmao which one of you found my art account and commented on it saying i was on stream,0.0,0.0,0.0,0.0,0.0,0.0,lmao which one of you found my art account and commented on it saying i was on stream,"[('lmao', 'PROPN'), ('which', 'DET'), ('one', 'NUM'), ('of', 'ADP'), ('you', 'PRON'), ('find', 'VERB'), ('my', 'PRON'), ('art', 'NOUN'), ('account', 'NOUN'), ('and', 'CCONJ'), ('comment', 'VERB'), ('on', 'ADP'), ('it', 'PRON'), ('say', 'VERB'), ('I', 'PRON'), ('be', 'AUX'), ('on', 'ADP'), ('stream', 'NOUN')]","{'PROPN': 1, 'DET': 1, 'NUM': 1, 'ADP': 3, 'PRON': 4, 'VERB': 3, 'NOUN': 3, 'CCONJ': 1, 'AUX': 1}",lmao one find art account comment say stream,PROPN DET NUM ADP PRON VERB PRON NOUN NOUN CCONJ VERB ADP PRON VERB PRON AUX ADP NOUN,1.0,lmao one find art account comment say stream,0,0,lmao
33,hello bros ^^,0.0,0.0,0.0,0.0,0.0,0.0,hello bros ^^,"[('hello', 'INTJ'), ('bro', 'NOUN'), ('^^', 'PUNCT')]","{'INTJ': 1, 'NOUN': 1, 'PUNCT': 1}",hello bro ^^,INTJ NOUN PUNCT,1.0,hello bro ^^,0,2,^^
34,HEYYYYYYYY,0.0,0.0,0.0,0.0,0.0,0.0,HEYYYYYYYY,"[('HEYYYYYYYY', 'PROPN')]",{'PROPN': 1},heyyyyyyyy,PROPN,1.0,HEYYYYYYYY,1,0,heyyyyyyyy
35,aaaaand to the commerciaals,0.0,0.0,0.0,0.0,0.0,0.0,aaaaand to the commerciaals,"[('aaaaand', 'NOUN'), ('to', 'ADP'), ('the', 'DET'), ('commerciaal', 'NOUN')]","{'NOUN': 2, 'ADP': 1, 'DET': 1}",aaaaand commerciaal,NOUN ADP DET NOUN,1.0,aaaaand commerciaal,0,0,aaaaand commerciaal
36,YEEEEEEEEE,0.0,0.0,0.0,0.0,0.0,0.0,YEEEEEEEEE,"[('YEEEEEEEEE', 'PROPN')]",{'PROPN': 1},yeeeeeeeee,PROPN,1.0,YEEEEEEEEE,1,0,yeeeeeeeee
37,Love All You Guys,0.0,0.0,0.0,0.0,0.0,0.0,Love All You Guys,"[('love', 'VERB'), ('all', 'DET'), ('you', 'PRON'), ('guy', 'NOUN')]","{'VERB': 1, 'DET': 1, 'PRON': 1, 'NOUN': 1}",love guy,VERB DET PRON NOUN,1.0,love guy,0,0,
38,❤️,0.0,0.0,0.0,0.0,0.0,0.0,❤️,"[('❤️', 'EMOJI')]",{'EMOJI': 1},❤ ️,EMOJI,1.0,,0,0,
39,early gang,0.0,0.0,0.0,0.0,0.0,0.0,early gang,"[('early', 'ADJ'), ('gang', 'NOUN')]","{'ADJ': 1, 'NOUN': 1}",early gang,ADJ NOUN,1.0,early gang,0,0,
40,FLOOR GANG OUH OUH hope everyone's doing good ❤,0.0,0.0,0.0,0.0,0.0,0.0,FLOOR GANG OUH OUH hope everyone is doing good ❤,"[('FLOOR', 'PROPN'), ('GANG', 'PROPN'), ('OUH', 'PROPN'), ('OUH', 'PROPN'), ('hope', 'NOUN'), ('everyone', 'PRON'), ('be', 'AUX'), ('do', 'VERB'), ('good', 'ADJ'), ('❤', 'EMOJI')]","{'PROPN': 4, 'NOUN': 1, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'ADJ': 1, 'EMOJI': 1}",floor gang ouh ouh hope everyone do good ❤,PROPN PROPN PROPN PROPN NOUN PRON AUX VERB ADJ EMOJI,1.0,FLOOR GANG OUH OUH hope everyone good,4,0,ouh ouh
41,jigggyy,0.0,0.0,0.0,0.0,0.0,0.0,jigggyy,"[('jigggyy', 'PROPN')]",{'PROPN': 1},jigggyy,PROPN,1.0,jigggyy,0,0,jigggyy
42,Eyyyy,0.0,0.0,0.0,0.0,0.0,0.0,Eyyyy,"[('eyyyy', 'NOUN')]",{'NOUN': 1},eyyyy,NOUN,1.0,eyyyy,0,0,eyyyy
43,WOO!,0.0,0.0,0.0,0.0,0.0,0.0,WOO!,"[('woo', 'INTJ'), ('!', 'PUNCT')]","{'INTJ': 1, 'PUNCT': 1}",woo,INTJ PUNCT,1.0,woo,1,1,
44,:_pewdieRip:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieRip:,"[(':', 'PUNCT'), ('_', 'DET'), ('pewdierip', 'X'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'X': 1}",pewdierip,PUNCT DET X PUNCT,1.0,pewdierip,0,3,pewdierip
45,oof ad time,0.0,0.0,0.0,0.0,0.0,0.0,oof ad time,"[('oof', 'ADP'), ('ad', 'NOUN'), ('time', 'NOUN')]","{'ADP': 1, 'NOUN': 2}",ad time,ADP NOUN NOUN,1.0,oof ad time,0,0,
46,Hello guys,0.0,0.0,0.0,0.0,0.0,0.0,Hello guys,"[('hello', 'INTJ'), ('guy', 'NOUN')]","{'INTJ': 1, 'NOUN': 1}",hello guy,INTJ NOUN,1.0,hello guy,0,0,
47,that’s so dope,0.0,0.0,0.0,0.0,0.0,0.0,that is so dope,"[('that', 'DET'), ('be', 'AUX'), ('so', 'ADV'), ('dope', 'NOUN')]","{'DET': 1, 'AUX': 1, 'ADV': 1, 'NOUN': 1}",’s so dope,DET AUX ADV NOUN,1.0,dope,0,0,
48,I'm eating my dinner now 😀,0.0,0.0,0.0,0.0,0.0,0.0,I am eating my dinner now 😀,"[('I', 'PRON'), ('be', 'AUX'), ('eat', 'VERB'), ('my', 'PRON'), ('dinner', 'NOUN'), ('now', 'ADV'), ('😀', 'EMOJI')]","{'PRON': 2, 'AUX': 1, 'VERB': 1, 'NOUN': 1, 'ADV': 1, 'EMOJI': 1}",eat dinner now 😀,PRON AUX VERB PRON NOUN ADV EMOJI,1.0,eat dinner,1,0,
49,early gang,0.0,0.0,0.0,0.0,0.0,0.0,early gang,"[('early', 'ADJ'), ('gang', 'NOUN')]","{'ADJ': 1, 'NOUN': 1}",early gang,ADJ NOUN,1.0,early gang,0,0,
50,Sweeeet,0.0,0.0,0.0,0.0,0.0,0.0,Sweeeet,"[('sweeeet', 'NOUN')]",{'NOUN': 1},sweeeet,NOUN,1.0,sweeeet,0,0,sweeeet
51,hiii,0.0,0.0,0.0,0.0,0.0,0.0,hiii,"[('hiii', 'NOUN')]",{'NOUN': 1},hiii,NOUN,1.0,hiii,0,0,hiii
52,:_pewdieBrofist::_pewdieBrofist::_pewdieBrofist:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieBrofist::_pewdieBrofist::_pewdieBrofist:,"[(':', 'PUNCT'), ('_', 'DET'), ('pewdiebrofist::_pewdiebrofist::_pewdiebrofist', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'NOUN': 1}",pewdiebrofist::_pewdiebrofist::_pewdiebrofist,PUNCT DET NOUN PUNCT,1.0,pewdiebrofist::_pewdiebrofist::_pewdiebrofist,0,9,pewdiebrofist::_pewdiebrofist::_pewdiebrofist
53,yessir,0.0,0.0,0.0,0.0,0.0,0.0,yessir,"[('yessir', 'NOUN')]",{'NOUN': 1},yessir,NOUN,1.0,yessir,0,0,yessir
54,Sup,0.0,0.0,0.0,0.0,0.0,0.0,Sup,"[('Sup', 'PROPN')]",{'PROPN': 1},sup,PROPN,1.0,Sup,0,0,
55,:_pewdieLeg::_pewdieLeg::_pewdieLeg::_pewdieLeg::_pewdieRip:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieLeg::_pewdieLeg::_pewdieLeg::_pewdieLeg::_pewdieRip:,"[(':', 'PUNCT'), ('_', 'PROPN'), ('pewdieLeg::_pewdieLeg::_pewdieLeg::_pewdieLeg::_pewdieRip', 'PROPN'), (':', 'PUNCT')]","{'PUNCT': 2, 'PROPN': 2}",pewdieleg::_pewdieleg::_pewdieleg::_pewdieleg::_pewdierip,PUNCT PROPN PROPN PUNCT,1.0,pewdieLeg::_pewdieLeg::_pewdieLeg::_pewdieLeg::_pewdieRip,0,15,pewdieleg::_pewdieleg::_pewdieleg::_pewdieleg::_pewdierip
56,ayyo,0.0,0.0,0.0,0.0,0.0,0.0,ayyo,"[('ayyo', 'PROPN')]",{'PROPN': 1},ayyo,PROPN,1.0,ayyo,0,0,ayyo
57,FLOOR GANG,0.0,0.0,0.0,0.0,0.0,0.0,FLOOR GANG,"[('FLOOR', 'PROPN'), ('GANG', 'PROPN')]",{'PROPN': 2},floor gang,PROPN PROPN,1.0,FLOOR GANG,2,0,
58,LATE,0.0,0.0,0.0,0.0,0.0,0.0,LATE,"[('late', 'ADV')]",{'ADV': 1},late,ADV,1.0,late,1,0,
59,EARLY GANG OUH,0.0,0.0,0.0,0.0,0.0,0.0,EARLY GANG OUH,"[('early', 'ADJ'), ('GANG', 'PROPN'), ('OUH', 'PROPN')]","{'ADJ': 1, 'PROPN': 2}",early gang ouh,ADJ PROPN PROPN,1.0,early GANG OUH,3,0,ouh
60,epic,0.0,0.0,0.0,0.0,0.0,0.0,epic,"[('epic', 'ADJ')]",{'ADJ': 1},epic,ADJ,1.0,epic,0,0,
61,Sup bros,0.0,0.0,0.0,0.0,0.0,0.0,Sup bros,"[('Sup', 'PROPN'), ('bro', 'NOUN')]","{'PROPN': 1, 'NOUN': 1}",sup bro,PROPN NOUN,1.0,Sup bro,0,0,
62,:_pewdieReee:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieReee:,"[(':', 'PUNCT'), ('_', 'DET'), ('pewdiereee', 'NOUN'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'NOUN': 1}",pewdiereee,PUNCT DET NOUN PUNCT,1.0,pewdiereee,0,3,pewdiereee
63,Ayyyyyy,0.0,0.0,0.0,0.0,0.0,0.0,Ayyyyyy,"[('ayyyyyy', 'NOUN')]",{'NOUN': 1},ayyyyyy,NOUN,1.0,ayyyyyy,0,0,ayyyyyy
64,jiggy jiggy gang,0.0,0.0,0.0,0.0,0.0,0.0,jiggy jiggy gang,"[('jiggy', 'PROPN'), ('jiggy', 'PROPN'), ('gang', 'PROPN')]",{'PROPN': 3},jiggy jiggy gang,PROPN PROPN PROPN,1.0,jiggy jiggy gang,0,0,jiggy jiggy
65,on time gang,0.0,0.0,0.0,0.0,0.0,0.0,on time gang,"[('on', 'ADP'), ('time', 'NOUN'), ('gang', 'NOUN')]","{'ADP': 1, 'NOUN': 2}",time gang,ADP NOUN NOUN,1.0,time gang,0,0,
66,FLOOR FANGGG,0.0,0.0,0.0,0.0,0.0,0.0,FLOOR FANGGG,"[('FLOOR', 'PROPN'), ('fanggg', 'NOUN')]","{'PROPN': 1, 'NOUN': 1}",floor fanggg,PROPN NOUN,1.0,FLOOR fanggg,2,0,fanggg
67,:_pewdieRip:,0.0,0.0,0.0,0.0,0.0,0.0,:_pewdieRip:,"[(':', 'PUNCT'), ('_', 'DET'), ('pewdierip', 'X'), (':', 'PUNCT')]","{'PUNCT': 2, 'DET': 1, 'X': 1}",pewdierip,PUNCT DET X PUNCT,1.0,pewdierip,0,3,pewdierip
68,my birthday is after 2 days !! ^^,0.0,0.0,0.0,0.0,0.0,0.0,my birthday is after 2 days !! ^^,"[('my', 'PRON'), ('birthday', 'NOUN'), ('be', 'AUX'), ('after', 'ADP'), ('2', 'NUM'), ('day', 'NOUN'), ('!', 'PUNCT'), ('!', 'PUNCT'), ('^^', 'PUNCT')]","{'PRON': 1, 'NOUN': 2, 'AUX': 1, 'ADP': 1, 'NUM': 1, 'PUNCT': 3}",birthday 2 day ^^,PRON NOUN AUX ADP NUM NOUN PUNCT PUNCT PUNCT,1.0,birthday 2 day ^^,0,4,^^
69,hey pewpew,0.0,0.0,0.0,0.0,0.0,0.0,hey pewpew,"[('hey', 'INTJ'), ('pewpew', 'NOUN')]","{'INTJ': 1, 'NOUN': 1}",hey pewpew,INTJ NOUN,1.0,hey pewpew,0,0,pewpew
70,POG,0.0,0.0,0.0,0.0,0.0,0.0,POG,"[('POG', 'PROPN')]",{'PROPN': 1},pog,PROPN,1.0,POG,1,0,pog
71,Hi guys,0.0,0.0,0.0,0.0,0.0,0.0,Hi guys,"[('hi', 'INTJ'), ('guy', 'NOUN')]","{'INTJ': 1, 'NOUN': 1}",hi guy,INTJ NOUN,1.0,hi guy,0,0,
72,Yoooo,0.0,0.0,0.0,0.0,0.0,0.0,Yoooo,"[('yoooo', 'NOUN')]",{'NOUN': 1},yoooo,NOUN,1.0,yoooo,0,0,yoooo
