,message,Direct Harassment,Hate Speech,Sexual Harassment,Trolling,Others,Toxic,cleaned_message,POS,tagCounts,preprocessed_1,POS-SEQ,None,words,uppercase_word_count,punctuation_count,not_in_vocab_words
16,Don’t die,0.0,0.0,0.0,0.0,0.0,0.0,Don’t die,"[('do', 'AUX'), ('not', 'PART'), ('die', 'VERB')]","{'AUX': 1, 'PART': 1, 'VERB': 1}",n’t die,AUX PART VERB,1.0,do n’t die,0,0,
17,brain,0.0,0.0,0.0,0.0,0.0,0.0,brain,"[('brain', 'NOUN')]",{'NOUN': 1},brain,NOUN,1.0,brain,0,0,
18,Bet it’s nogla,0.0,0.0,0.0,0.0,0.0,0.0,Bet it’s nogla,"[('bet', 'VERB'), ('it', 'PRON'), ('be', 'AUX'), ('nogla', 'ADJ')]","{'VERB': 1, 'PRON': 1, 'NOUN': 1, 'PROPN': 1}",bet ’s nogla,VERB PRON AUX ADJ,1.0,bet ’s nogla,0,0,nogla
19,brain,0.0,0.0,0.0,0.0,0.0,0.0,brain,"[('brain', 'NOUN')]",{'NOUN': 1},brain,NOUN,1.0,brain,0,0,
20,Hello,0.0,0.0,0.0,0.0,0.0,0.0,Hello,"[('hello', 'INTJ')]",{'INTJ': 1},hello,INTJ,1.0,hello,0,0,
21,Ya,0.0,0.0,0.0,0.0,0.0,0.0,Ya,"[('ya', 'NOUN')]",{'NOUN': 1},ya,NOUN,1.0,ya,0,0,
22,brain,0.0,0.0,0.0,0.0,0.0,0.0,brain,"[('brain', 'NOUN')]",{'NOUN': 1},brain,NOUN,1.0,brain,0,0,
23,Dad is that you,0.0,0.0,0.0,0.0,0.0,0.0,Dad is that you,"[('Dad', 'PROPN'), ('be', 'AUX'), ('that', 'SCONJ'), ('you', 'PRON')]","{'PROPN': 1, 'AUX': 1, 'SCONJ': 1, 'PRON': 1}",dad,PROPN AUX SCONJ PRON,1.0,dad be,0,0,
24,nogla kinda sus,0.0,0.0,0.0,0.0,0.0,0.0,nogla kinda sus,"[('nogla', 'PROPN'), ('kind', 'ADV'), ('of', 'ADP'), ('sus', 'NOUN')]","{'PROPN': 2, 'NOUN': 1}",nogla kinda sus,PROPN ADV ADP NOUN,1.0,nogla kinda sus,0,0,nogla
25,Hi brine,0.0,0.0,0.0,0.0,0.0,0.0,Hi brine,"[('hi', 'INTJ'), ('brine', 'VERB')]","{'INTJ': 1, 'VERB': 1}",hi brine,INTJ VERB,1.0,hi brine,0,0,
26,Heyyyy,0.0,0.0,0.0,0.0,0.0,0.0,Heyyyy,"[('Heyyyy', 'PROPN')]",{'PROPN': 1},heyyyy,PROPN,1.0,heyyyy,0,0,heyyyy
27,I'd kill to play with these guys,0.0,0.0,0.0,0.0,1.0,1.0,I would kill to play with these guys,"[('I', 'PRON'), ('would', 'AUX'), ('kill', 'VERB'), ('to', 'PART'), ('play', 'VERB'), ('with', 'ADP'), ('these', 'DET'), ('guy', 'NOUN')]","{'PRON': 1, 'AUX': 1, 'VERB': 2, 'PART': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1}",kill to play guy,PRON AUX VERB PART VERB ADP DET NOUN,0.0,would kill to play with guy,1,0,
28,doodavoice,0.0,0.0,0.0,0.0,0.0,0.0,doodavoice,"[('doodavoice', 'NOUN')]",{'NOUN': 1},doodavoice,NOUN,1.0,doodavoice,0,0,doodavoice
29,Do you remember Mario 64 stream,0.0,0.0,0.0,0.0,0.0,0.0,Do you remember Mario 64 stream,"[('do', 'AUX'), ('you', 'PRON'), ('remember', 'VERB'), ('Mario', 'PROPN'), ('64', 'NUM'), ('stream', 'NOUN')]","{'AUX': 1, 'PRON': 1, 'VERB': 1, 'PROPN': 1, 'NUM': 1, 'NOUN': 1}",remember mario 64 stream,AUX PRON VERB PROPN NUM NOUN,1.0,do remember mario 64 stream,0,0,
30,Dad,0.0,0.0,0.0,0.0,0.0,0.0,Dad,"[('Dad', 'PROPN')]",{'PROPN': 1},dad,PROPN,1.0,dad,0,0,
31,69 ppl nice,0.0,0.0,0.0,0.0,0.0,0.0,69 ppl nice,"[('69', 'NUM'), ('ppl', 'NOUN'), ('nice', 'ADJ')]","{'NUM': 1, 'NOUN': 1, 'ADJ': 1}",69 ppl nice,NUM NOUN ADJ,1.0,69 ppl nice,0,0,
32,Hi I was watching Lazars stream,0.0,0.0,0.0,0.0,0.0,0.0,Hi I was watching Lazars stream,"[('hi', 'INTJ'), ('I', 'PRON'), ('be', 'AUX'), ('watch', 'VERB'), ('Lazars', 'PROPN'), ('stream', 'NOUN')]","{'INTJ': 1, 'PRON': 1, 'AUX': 1, 'VERB': 1, 'PROPN': 1, 'NOUN': 1}",hi watch lazars stream,INTJ PRON AUX VERB PROPN NOUN,1.0,hi be watch lazars stream,1,0,lazars
33,papa???,0.0,0.0,0.0,0.0,0.0,0.0,papa???,"[('papa', 'PROPN'), ('?', 'PUNCT'), ('?', 'PUNCT'), ('?', 'PUNCT')]","{'PROPN': 1, 'PUNCT': 3}",papa,PROPN PUNCT PUNCT PUNCT,1.0,papa,0,3,
34,Brown,0.0,0.0,0.0,0.0,0.0,0.0,Brown,"[('Brown', 'PROPN')]",{'PROPN': 1},brown,PROPN,1.0,brown,0,0,
35,Helo,0.0,0.0,0.0,0.0,0.0,0.0,Helo,"[('Helo', 'PROPN')]",{'PROPN': 1},helo,PROPN,1.0,helo,0,0,
36,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
37,It is not lazar,0.0,0.0,0.0,0.0,0.0,0.0,It is not lazar,"[('it', 'PRON'), ('be', 'AUX'), ('not', 'PART'), ('lazar', 'NOUN')]","{'PRON': 1, 'AUX': 1, 'PART': 1, 'NOUN': 1}",not lazar,PRON AUX PART NOUN,1.0,be not lazar,0,0,lazar
38,Gday,0.0,0.0,0.0,0.0,0.0,0.0,Gday,"[('gday', 'NOUN')]",{'NOUN': 1},gday,NOUN,1.0,gday,0,0,gday
39,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
40,it's nogla,0.0,0.0,0.0,0.0,0.0,0.0,it is nogla,"[('it', 'PRON'), ('be', 'AUX'), ('nogla', 'ADJ')]","{'PRON': 1, 'AUX': 1, 'ADJ': 1}",nogla,PRON AUX ADJ,1.0,be nogla,0,0,nogla
41,Nice gyro,0.0,0.0,0.0,0.0,0.0,0.0,Nice gyro,"[('nice', 'ADJ'), ('gyro', 'NOUN')]","{'ADJ': 1, 'NOUN': 1}",nice gyro,ADJ NOUN,1.0,nice gyro,0,0,
42,HELLO,0.0,0.0,0.0,0.0,0.0,0.0,HELLO,"[('hello', 'INTJ')]",{'INTJ': 1},hello,INTJ,1.0,hello,1,0,
43,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
44,I'm jo,0.0,0.0,0.0,0.0,0.0,0.0,I am jo,"[('I', 'PRON'), ('be', 'AUX'), ('jo', 'PROPN')]","{'PRON': 1, 'AUX': 1, 'PROPN': 1}",jo,PRON AUX PROPN,1.0,be jo,1,0,
45,It’s not lazar,0.0,0.0,0.0,0.0,0.0,0.0,It’s not lazar,"[('it', 'PRON'), ('be', 'AUX'), ('not', 'PART'), ('lazar', 'NOUN')]","{'PRON': 1, 'ADV': 1, 'PART': 1, 'NOUN': 1}",’s not lazar,PRON AUX PART NOUN,1.0,’s not lazar,0,0,lazar
46,Good kill on lazar,0.0,0.0,0.0,0.0,0.0,0.0,Good kill on lazar,"[('good', 'ADJ'), ('kill', 'NOUN'), ('on', 'ADP'), ('lazar', 'NOUN')]","{'ADJ': 1, 'NOUN': 2, 'ADP': 1}",good kill lazar,ADJ NOUN ADP NOUN,1.0,good kill on lazar,0,0,lazar
47,Did this just start?,0.0,0.0,0.0,0.0,0.0,0.0,Did this just start?,"[('do', 'AUX'), ('this', 'DET'), ('just', 'ADV'), ('start', 'VERB'), ('?', 'PUNCT')]","{'AUX': 1, 'DET': 1, 'ADV': 1, 'VERB': 1, 'PUNCT': 1}",just start,AUX DET ADV VERB PUNCT,1.0,do just start,0,1,
48,it's nogla,0.0,0.0,0.0,0.0,0.0,0.0,it is nogla,"[('it', 'PRON'), ('be', 'AUX'), ('nogla', 'ADJ')]","{'PRON': 1, 'AUX': 1, 'ADJ': 1}",nogla,PRON AUX ADJ,1.0,be nogla,0,0,nogla
49,WHERE IS VANOSS,0.0,0.0,0.0,0.0,0.0,0.0,WHERE IS VANOSS,"[('where', 'ADV'), ('be', 'AUX'), ('VANOSS', 'PROPN')]","{'ADV': 1, 'AUX': 1, 'PROPN': 1}",where vanoss,ADV AUX PROPN,1.0,where be vanoss,3,0,vanoss
50,Ayyo,0.0,0.0,0.0,0.0,0.0,0.0,Ayyo,"[('Ayyo', 'PROPN')]",{'PROPN': 1},ayyo,PROPN,1.0,ayyo,0,0,ayyo
51,hi terroriser,0.0,0.0,0.0,0.0,0.0,0.0,hi terroriser,"[('hi', 'INTJ'), ('terroriser', 'ADV')]","{'INTJ': 1, 'ADV': 1}",hi terroriser,INTJ ADV,1.0,hi terroriser,0,0,terroriser
52,It is not lazar,0.0,0.0,0.0,0.0,0.0,0.0,It is not lazar,"[('it', 'PRON'), ('be', 'AUX'), ('not', 'PART'), ('lazar', 'NOUN')]","{'PRON': 1, 'AUX': 1, 'PART': 1, 'NOUN': 1}",not lazar,PRON AUX PART NOUN,1.0,be not lazar,0,0,lazar
53,its nogla,0.0,0.0,0.0,0.0,0.0,0.0,its nogla,"[('its', 'PRON'), ('nogla', 'NOUN')]","{'PRON': 1, 'NOUN': 1}",nogla,PRON NOUN,1.0,nogla,0,0,nogla
54,Terirrisor is the imposter,0.0,0.0,0.0,0.0,0.0,0.0,Terirrisor is the imposter,"[('Terirrisor', 'PROPN'), ('be', 'AUX'), ('the', 'DET'), ('imposter', 'NOUN')]","{'PROPN': 1, 'AUX': 1, 'DET': 1, 'NOUN': 1}",terirrisor imposter,PROPN AUX DET NOUN,1.0,terirrisor be imposter,0,0,terirrisor imposter
55,Yes,0.0,0.0,0.0,0.0,0.0,0.0,Yes,"[('yes', 'INTJ')]",{'INTJ': 1},yes,INTJ,1.0,yes,0,0,
56,Oh HEY im the only member in chat right nbow,0.0,0.0,0.0,0.0,0.0,0.0,Oh HEY im the only member in chat right nbow,"[('oh', 'INTJ'), ('HEY', 'PROPN'), ('I', 'PRON'), ('be', 'AUX'), ('the', 'DET'), ('only', 'ADJ'), ('member', 'NOUN'), ('in', 'ADP'), ('chat', 'NOUN'), ('right', 'ADJ'), ('nbow', 'NOUN')]","{'INTJ': 2, 'PRON': 1, 'VERB': 1, 'DET': 1, 'ADJ': 2, 'NOUN': 3, 'ADP': 1}",oh hey m only member chat right nbow,INTJ PROPN PRON AUX DET ADJ NOUN ADP NOUN ADJ NOUN,1.0,oh hey m only member in chat right nbow,1,0,nbow
57,hello brian,0.0,0.0,0.0,0.0,0.0,0.0,hello brian,"[('hello', 'INTJ'), ('brian', 'PROPN')]","{'INTJ': 1, 'PROPN': 1}",hello brian,INTJ PROPN,1.0,hello brian,0,0,
58,It’s bees knees because cray and bees knees where together,0.0,0.0,0.0,0.0,0.0,0.0,It’s bees knees because cray and bees knees where together,"[('it', 'PRON'), ('be', 'AUX'), ('bee', 'NOUN'), ('knee', 'NOUN'), ('because', 'SCONJ'), ('cray', 'PROPN'), ('and', 'CCONJ'), ('bee', 'NOUN'), ('knee', 'VERB'), ('where', 'ADV'), ('together', 'ADV')]","{'PRON': 1, 'VERB': 2, 'NOUN': 3, 'SCONJ': 1, 'PROPN': 1, 'CCONJ': 1, 'ADV': 2}",’ bee knee cray bee knee where together,PRON AUX NOUN NOUN SCONJ PROPN CCONJ NOUN VERB ADV ADV,1.0,’ bee knee cray and bee knee where together,0,0,
59,Not lazar,0.0,0.0,0.0,0.0,0.0,0.0,Not lazar,"[('not', 'PART'), ('lazar', 'NOUN')]","{'PART': 1, 'NOUN': 1}",not lazar,PART NOUN,1.0,not lazar,0,0,lazar
60,Lol nice games,0.0,0.0,0.0,0.0,0.0,0.0,Lol nice games,"[('Lol', 'PROPN'), ('nice', 'ADJ'), ('game', 'NOUN')]","{'PROPN': 1, 'ADJ': 1, 'NOUN': 1}",lol nice game,PROPN ADJ NOUN,1.0,lol nice game,0,0,
61,It’s nogla,0.0,0.0,0.0,0.0,0.0,0.0,It’s nogla,"[('it', 'PRON'), ('be', 'AUX'), ('nogla', 'ADJ')]","{'PRON': 1, 'ADV': 1, 'PROPN': 1}",’s nogla,PRON AUX ADJ,1.0,’s nogla,0,0,nogla
62,mmmm,0.0,0.0,0.0,0.0,0.0,0.0,mmmm,"[('mmmm', 'NOUN')]",{'NOUN': 1},mmmm,NOUN,1.0,mmmm,0,0,mmmm
63,I saw Nogla's and then this stream and the difference in views is depressing,0.0,0.0,0.0,0.0,0.0,0.0,I saw Noglas and then this stream and the difference in views is depressing,"[('I', 'PRON'), ('see', 'VERB'), ('Noglas', 'PROPN'), ('and', 'CCONJ'), ('then', 'ADV'), ('this', 'DET'), ('stream', 'NOUN'), ('and', 'CCONJ'), ('the', 'DET'), ('difference', 'NOUN'), ('in', 'ADP'), ('view', 'NOUN'), ('be', 'AUX'), ('depress', 'VERB')]","{'PRON': 1, 'VERB': 2, 'PROPN': 1, 'CCONJ': 2, 'ADV': 1, 'DET': 2, 'NOUN': 3, 'ADP': 1, 'AUX': 1}",see noglas then stream difference view depress,PRON VERB PROPN CCONJ ADV DET NOUN CCONJ DET NOUN ADP NOUN AUX VERB,1.0,see noglas and then stream and difference in view be depress,1,0,noglas
64,lets go my guy,0.0,0.0,0.0,0.0,0.0,0.0,lets go my guy,"[('let', 'VERB'), ('we', 'PRON'), ('go', 'VERB'), ('my', 'PRON'), ('guy', 'NOUN')]","{'NOUN': 2, 'VERB': 1, 'PRON': 1}",let go guy,VERB PRON VERB PRON NOUN,1.0,let go guy,0,0,
65,I’m new lol,0.0,0.0,0.0,0.0,0.0,0.0,I’m new lol,"[('I', 'PRON'), ('be', 'AUX'), ('new', 'ADJ'), ('lol', 'NOUN')]","{'PRON': 1, 'VERB': 1, 'ADJ': 1, 'NOUN': 1}",’m new lol,PRON AUX ADJ NOUN,1.0,’m new lol,1,0,
66,Nogla,0.0,0.0,0.0,0.0,0.0,0.0,Nogla,"[('Nogla', 'PROPN')]",{'PROPN': 1},nogla,PROPN,1.0,nogla,0,0,nogla
67,Super Mario 64 was fun,0.0,0.0,0.0,0.0,0.0,0.0,Super Mario 64 was fun,"[('Super', 'PROPN'), ('Mario', 'PROPN'), ('64', 'NUM'), ('be', 'AUX'), ('fun', 'ADJ')]","{'PROPN': 2, 'NUM': 1, 'AUX': 1, 'ADJ': 1}",super mario 64 fun,PROPN PROPN NUM AUX ADJ,1.0,super mario 64 be fun,0,0,
68,Whats gooood,0.0,0.0,0.0,0.0,0.0,0.0,Whats gooood,"[('what', 'PRON'), ('be', 'AUX'), ('gooood', 'NOUN')]","{'PRON': 1, 'VERB': 1, 'NOUN': 1}",s gooood,PRON AUX NOUN,1.0,s gooood,0,0,gooood
69,Brian💪🏾,0.0,0.0,0.0,0.0,0.0,0.0,Brian💪🏾,"[('brian', 'ADJ'), ('💪🏾', 'EMOJI')]","{'PROPN': 2, 'PUNCT': 1}",brian 💪 🏾,ADJ EMOJI,1.0,brian,0,0,
70,hey hunnyyy,0.0,0.0,0.0,0.0,0.0,0.0,hey hunnyyy,"[('hey', 'INTJ'), ('hunnyyy', 'NOUN')]","{'INTJ': 1, 'NOUN': 1}",hey hunnyyy,INTJ NOUN,1.0,hey hunnyyy,0,0,hunnyyy
71,its terroriser,0.0,0.0,0.0,0.0,0.0,0.0,its terroriser,"[('its', 'PRON'), ('terroris', 'ADJ')]","{'PRON': 1, 'ADJ': 1}",terroris,PRON ADJ,1.0,terroris,0,0,terroris
72,play till 3,0.0,0.0,0.0,0.0,0.0,0.0,play till 3,"[('play', 'NOUN'), ('till', 'SCONJ'), ('3', 'NUM')]","{'NOUN': 1, 'SCONJ': 1, 'NUM': 1}",play 3,NOUN SCONJ NUM,1.0,play 3,0,0,
73,imagine he puts the chat in members only and i end up all by myself 😆,0.0,0.0,0.0,0.0,0.0,0.0,imagine he puts the chat in members only and i end up all by myself 😆,"[('imagine', 'VERB'), ('he', 'PRON'), ('put', 'VERB'), ('the', 'DET'), ('chat', 'NOUN'), ('in', 'ADP'), ('member', 'NOUN'), ('only', 'ADV'), ('and', 'CCONJ'), ('I', 'PRON'), ('end', 'VERB'), ('up', 'ADP'), ('all', 'DET'), ('by', 'ADP'), ('myself', 'PRON'), ('😆', 'EMOJI')]","{'VERB': 3, 'PRON': 3, 'DET': 2, 'NOUN': 2, 'ADP': 3, 'ADV': 1, 'CCONJ': 1, 'PUNCT': 1}",imagine put chat member only end 😆,VERB PRON VERB DET NOUN ADP NOUN ADV CCONJ PRON VERB ADP DET ADP PRON EMOJI,1.0,imagine put chat in member only and end up by,0,0,
74,Big up Irishmen,0.0,0.0,0.0,0.0,0.0,0.0,Big up Irishmen,"[('big', 'ADJ'), ('up', 'ADP'), ('Irishmen', 'PROPN')]","{'ADJ': 1, 'ADP': 1, 'PROPN': 1}",big irishmen,ADJ ADP PROPN,1.0,big up irishmen,0,0,
75,Wait it is terrorizer,0.0,0.0,0.0,0.0,0.0,0.0,Wait it is terrorizer,"[('wait', 'VERB'), ('it', 'PRON'), ('be', 'AUX'), ('terrorizer', 'NOUN')]","{'VERB': 1, 'PRON': 1, 'AUX': 1, 'NOUN': 1}",wait terrorizer,VERB PRON AUX NOUN,1.0,wait be terrorizer,0,0,terrorizer
76,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
77,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
78,Lightning no one cares,1.0,0.0,0.0,0.0,0.0,0.0,Lightning no one cares,"[('lightning', 'NOUN'), ('no', 'DET'), ('one', 'NOUN'), ('care', 'VERB')]","{'NOUN': 2, 'DET': 1, 'VERB': 1}",lightning one care,NOUN DET NOUN VERB,0.0,lightning one care,0,0,
79,I know it’s an among us stream but how many stars are you sitting at in Super Mario 64 if you remember?,0.0,0.0,0.0,0.0,0.0,0.0,I know it’s an among us stream but how many stars are you sitting at in Super Mario 64 if you remember?,"[('I', 'PRON'), ('know', 'VERB'), ('it', 'PRON'), ('be', 'AUX'), ('an', 'DET'), ('among', 'ADP'), ('we', 'PRON'), ('stream', 'NOUN'), ('but', 'CCONJ'), ('how', 'ADV'), ('many', 'ADJ'), ('star', 'NOUN'), ('be', 'AUX'), ('you', 'PRON'), ('sit', 'VERB'), ('at', 'ADP'), ('in', 'ADP'), ('Super', 'PROPN'), ('Mario', 'PROPN'), ('64', 'NUM'), ('if', 'SCONJ'), ('you', 'PRON'), ('remember', 'VERB'), ('?', 'PUNCT')]","{'PRON': 5, 'VERB': 3, 'INTJ': 1, 'DET': 1, 'ADP': 3, 'NOUN': 2, 'CCONJ': 1, 'ADV': 1, 'ADJ': 1, 'AUX': 1, 'PROPN': 2, 'NUM': 1, 'SCONJ': 1, 'PUNCT': 1}",know ’s stream how many star sit super mario 64 remember,PRON VERB PRON AUX DET ADP PRON NOUN CCONJ ADV ADJ NOUN AUX PRON VERB ADP ADP PROPN PROPN NUM SCONJ PRON VERB PUNCT,1.0,know ’s among stream but how many star be sit at in super mario 64 remember,1,1,
80,its either terrorizer or Cray,0.0,0.0,0.0,0.0,0.0,0.0,its either terrorizer or Cray,"[('its', 'PRON'), ('either', 'CCONJ'), ('terrorizer', 'NOUN'), ('or', 'CCONJ'), ('Cray', 'PROPN')]","{'PRON': 1, 'CCONJ': 2, 'NOUN': 1, 'PROPN': 1}",terrorizer cray,PRON CCONJ NOUN CCONJ PROPN,1.0,either terrorizer or cray,0,0,terrorizer
81,no need to be Toxic JC,0.0,0.0,0.0,0.0,0.0,0.0,no need to be Toxic JC,"[('no', 'DET'), ('need', 'NOUN'), ('to', 'PART'), ('be', 'VERB'), ('Toxic', 'PROPN'), ('JC', 'PROPN')]","{'DET': 1, 'NOUN': 1, 'PART': 1, 'VERB': 1, 'PROPN': 2}",need to be toxic jc,DET NOUN PART VERB PROPN PROPN,1.0,need to be toxic jc,1,0,
82,Yay,0.0,0.0,0.0,0.0,0.0,0.0,Yay,"[('yay', 'NOUN')]",{'NOUN': 1},yay,NOUN,1.0,yay,0,0,
83,Its lannan,0.0,0.0,0.0,0.0,0.0,0.0,Its lannan,"[('its', 'PRON'), ('lannan', 'NOUN')]","{'PRON': 1, 'NOUN': 1}",lannan,PRON NOUN,1.0,lannan,0,0,lannan
84,Woah jc674 sus,0.0,0.0,0.0,0.0,0.0,0.0,Woah jc674 sus,"[('woah', 'INTJ'), ('jc674', 'X'), ('sus', 'NOUN')]","{'INTJ': 1, 'X': 1, 'NOUN': 1}",woah jc674 sus,INTJ X NOUN,1.0,woah jc674 sus,0,0,woah jc674
85,hi,0.0,0.0,0.0,0.0,0.0,0.0,hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
86,😂👌,0.0,0.0,0.0,0.0,0.0,0.0,😂👌,"[('😂', 'EMOJI'), ('👌', 'EMOJI')]",{'X': 2},😂 👌,EMOJI EMOJI,1.0,,0,0,
87,owww it's 5 in the morning,0.0,0.0,0.0,0.0,0.0,0.0,owww it is 5 in the morning,"[('owww', 'PROPN'), ('it', 'PRON'), ('be', 'AUX'), ('5', 'NUM'), ('in', 'ADP'), ('the', 'DET'), ('morning', 'NOUN')]","{'PROPN': 1, 'PRON': 1, 'AUX': 1, 'NUM': 1, 'ADP': 1, 'DET': 1, 'NOUN': 1}",owww 5 morning,PROPN PRON AUX NUM ADP DET NOUN,1.0,owww be 5 in morning,0,0,owww
88,dont be switching between streams ;/ dont say whp is,0.0,0.0,0.0,0.0,0.0,0.0,dont be switching between streams ;/ dont say whp is,"[('do', 'AUX'), ('not', 'PART'), ('be', 'AUX'), ('switch', 'VERB'), ('between', 'ADP'), ('stream', 'NOUN'), (';', 'PUNCT'), ('/', 'SYM'), ('do', 'AUX'), ('not', 'PART'), ('say', 'VERB'), ('whp', 'PROPN'), ('be', 'AUX')]","{'AUX': 5, 'VERB': 2, 'ADP': 1, 'NOUN': 1, 'PUNCT': 1, 'SYM': 1, 'PART': 1, 'PROPN': 1}",switch stream nt say whp,AUX PART AUX VERB ADP NOUN PUNCT SYM AUX PART VERB PROPN AUX,1.0,do nt be switch between stream do nt say whp be,0,2,whp
89,Hi,0.0,0.0,0.0,0.0,0.0,0.0,Hi,"[('hi', 'INTJ')]",{'INTJ': 1},hi,INTJ,1.0,hi,0,0,
90,Toxic,0.0,0.0,0.0,0.0,0.0,0.0,Toxic,"[('Toxic', 'PROPN')]",{'PROPN': 1},toxic,PROPN,1.0,toxic,0,0,
91,is that preston plays the minecraft guy,0.0,0.0,0.0,0.0,0.0,0.0,is that preston plays the minecraft guy,"[('be', 'AUX'), ('that', 'SCONJ'), ('preston', 'PROPN'), ('play', 'VERB'), ('the', 'DET'), ('minecraft', 'NOUN'), ('guy', 'NOUN')]","{'AUX': 1, 'SCONJ': 1, 'PROPN': 1, 'VERB': 1, 'DET': 1, 'NOUN': 2}",preston play minecraft guy,AUX SCONJ PROPN VERB DET NOUN NOUN,1.0,be preston play minecraft guy,0,0,minecraft
92,no spoilers,0.0,0.0,0.0,0.0,0.0,0.0,no spoilers,"[('no', 'DET'), ('spoiler', 'NOUN')]","{'DET': 1, 'NOUN': 1}",spoiler,DET NOUN,1.0,spoiler,0,0,
93,i havent heard of him in years,0.0,0.0,0.0,0.0,0.0,0.0,i havent heard of him in years,"[('I', 'PRON'), ('have', 'AUX'), ('not', 'PART'), ('hear', 'VERB'), ('of', 'ADP'), ('he', 'PRON'), ('in', 'ADP'), ('year', 'NOUN')]","{'PRON': 2, 'AUX': 1, 'PART': 1, 'VERB': 1, 'ADP': 2, 'NOUN': 1}",nt hear year,PRON AUX PART VERB ADP PRON ADP NOUN,1.0,have nt hear of in year,0,0,
